cubeJuliaTimeStep, cubeRomeo.position.x, cubeRomeo.velocity.x,cubeRomeo.mass, cubeRomeoImpulse, cubeRomeoKinetic, cubeJulia.position.x, cubeJulia.velocity.x,cubeJulia.mass, cubeJuliaImpulse, velocityEnd, cubeKineticEnd, forceOnJulia 
4.879996,4.764406,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.899996,4.805206,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.919996,4.846006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.939996,4.886806,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.959996,4.927606,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.979996,4.968406,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
4.999996,5.009206,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.019996,5.050006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.039996,5.090806,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.059996,5.131607,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.079996,5.172407,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.099996,5.213207,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.119996,5.254007,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999
5.139996,5.294804,2.039857,2,4.079713,4.161015,-10.66,0,2,0,1.019928,2.080508,2.039857
5.159996,5.335569,2.038264,2,4.076527,4.154518,-10.66,0,2,0,1.019132,2.077259,2.038264
5.179996,5.376274,2.035221,2,4.070442,4.142125,-10.66,0,2,0,1.017611,2.071063,2.035221
5.199996,5.416888,2.030731,2,4.061463,4.12387,-10.66,0,2,0,1.015366,2.061935,2.030731
5.219996,5.457384,2.024798,2,4.049595,4.099806,-10.66,0,2,0,1.012399,2.049903,2.024798
5.239996,5.497733,2.017424,2,4.034848,4.07,-10.66,0,2,0,1.008712,2.035,2.017424
5.259996,5.537905,2.008616,2,4.017231,4.034537,-10.66,0,2,0,1.004308,2.017269,2.008616
5.279996,5.577872,1.998379,2,3.996758,3.993519,-10.66,0,2,0,0.9991896,1.99676,1.998379
5.299996,5.617607,1.986721,2,3.973443,3.947062,-10.66,0,2,0,0.9933607,1.973531,1.986721
5.319996,5.65708,1.973651,2,3.947302,3.895298,-10.66,0,2,0,0.9868255,1.947649,1.973651
5.339996,5.696263,1.959177,2,3.918354,3.838375,-10.66,0,2,0,0.9795885,1.919187,1.959177
5.359996,5.735129,1.94331,2,3.88662,3.776453,-10.66,0,2,0,0.971655,1.888227,1.94331
5.379996,5.773651,1.926061,2,3.852122,3.709711,-10.66,0,2,0,0.9630305,1.854855,1.926061
5.399996,5.8118,1.907442,2,3.814884,3.638336,-10.66,0,2,0,0.9537211,1.819168,1.907442
5.419996,5.849549,1.887467,2,3.774934,3.562532,-10.66,0,2,0,0.9437336,1.781266,1.887467
5.439996,5.886872,1.86615,2,3.7323,3.482516,-10.66,0,2,0,0.933075,1.741258,1.86615
5.459996,5.923742,1.843506,2,3.687011,3.398513,-10.66,0,2,0,0.9217528,1.699257,1.843506
5.479996,5.960133,1.81955,2,3.639101,3.310764,-10.66,0,2,0,0.9097752,1.655382,1.81955
5.499996,5.996018,1.794301,2,3.588603,3.219517,-10.66,0,2,0,0.8971506,1.609758,1.794301
5.519996,6.031374,1.767776,2,3.535552,3.125032,-10.66,0,2,0,0.8838881,1.562516,1.767776
5.539996,6.066174,1.739994,2,3.479988,3.027579,-10.66,0,2,0,0.869997,1.513789,1.739994
5.559996,6.100393,1.710974,2,3.421949,2.927433,-10.66,0,2,0,0.8554872,1.463717,1.710974
5.579996,6.134008,1.680738,2,3.361476,2.824881,-10.66,0,2,0,0.8403691,1.41244,1.680738
5.599996,6.166994,1.649307,2,3.298614,2.720213,-10.66,0,2,0,0.8246534,1.360106,1.649307
5.619996,6.199328,1.616703,2,3.233405,2.613727,-10.66,0,2,0,0.8083513,1.306864,1.616703
5.639996,6.230987,1.582949,2,3.165897,2.505727,-10.66,0,2,0,0.7914743,1.252863,1.582949
5.659996,6.261949,1.548069,2,3.096138,2.396518,-10.66,0,2,0,0.7740346,1.198259,1.548069
5.679996,6.292191,1.512089,2,3.024178,2.286412,-10.66,0,2,0,0.7560444,1.143206,1.512089
5.699996,6.321691,1.475033,2,2.950066,2.175723,-10.66,0,2,0,0.7375166,1.087861,1.475033
5.719995,6.35043,1.436929,2,2.873857,2.064764,-10.66,0,2,0,0.7184643,1.032382,1.436929
5.739995,6.378386,1.397802,2,2.795604,1.953851,-10.66,0,2,0,0.6989011,0.9769256,1.397802
5.759995,6.405539,1.357682,2,2.715364,1.8433,-10.66,0,2,0,0.6788409,0.9216501,1.357682
5.779995,6.431871,1.316596,2,2.633192,1.733425,-10.66,0,2,0,0.658298,0.8667126,1.316596
5.799995,6.457363,1.274574,2,2.549148,1.624539,-10.66,0,2,0,0.637287,0.8122693,1.274574
5.819995,6.481996,1.231645,2,2.463291,1.516951,-10.66,0,2,0,0.6158227,0.7584753,1.231645
5.839995,6.505753,1.187841,2,2.375682,1.410967,-10.66,0,2,0,0.5939206,0.7054833,1.187841
5.859995,6.528616,1.143192,2,2.286384,1.306888,-10.66,0,2,0,0.5715961,0.6534442,1.143192
5.879995,6.550571,1.09773,2,2.195461,1.205012,-10.66,0,2,0,0.5488651,0.6025059,1.09773
5.899995,6.571601,1.051488,2,2.102976,1.105627,-10.66,0,2,0,0.5257439,0.5528133,1.051488
5.919995,6.58632,0.7359699,2,1.47194,0.5416517,-10.66,0,2,0,0.367985,0.2708258,0.7359699
5.939995,6.589264,0.1471916,2,0.2943833,0.02166538,-10.66,0,2,0,0.07359582,0.01083269,0.1471916
5.959995,6.589853,0.02943173,2,0.05886346,0.0008662267,-10.66,0,2,0,0.01471587,0.0004331134,0.02943173
5.979995,6.589489,-0.01820748,2,0.03641496,0.0003315123,-10.66,0,2,0,0.00910374,0.0001657562,0.01820748
5.999995,6.588172,-0.06583373,2,0.1316675,0.00433408,-10.66,0,2,0,0.03291687,0.00216704,0.06583373
6.019995,6.585904,-0.1134132,2,0.2268264,0.01286255,-10.66,0,2,0,0.05670659,0.006431275,0.1134132
6.039995,6.582685,-0.160912,2,0.321824,0.02589266,-10.66,0,2,0,0.08045599,0.01294633,0.160912
6.059995,6.578519,-0.2082963,2,0.4165927,0.04338737,-10.66,0,2,0,0.1041482,0.02169368,0.2082963
6.079995,6.573409,-0.2555326,2,0.5110652,0.0652969,-10.66,0,2,0,0.1277663,0.03264845,0.2555326
6.099995,6.567357,-0.3025871,2,0.6051742,0.09155896,-10.66,0,2,0,0.1512936,0.04577948,0.3025871
6.119995,6.560369,-0.3494265,2,0.698853,0.1220989,-10.66,0,2,0,0.1747132,0.06104943,0.3494265
6.139995,6.552448,-0.3960174,2,0.7920347,0.1568298,-10.66,0,2,0,0.1980087,0.07841488,0.3960174
6.159995,6.543602,-0.4423266,2,0.8846533,0.1956529,-10.66,0,2,0,0.2211633,0.09782643,0.4423266
6.179995,6.533835,-0.4883214,2,0.9766427,0.2384578,-10.66,0,2,0,0.2441607,0.1192289,0.4883214
6.199995,6.523156,-0.5339688,2,1.067938,0.2851227,-10.66,0,2,0,0.2669844,0.1425613,0.5339688
6.219995,6.511571,-0.5792366,2,1.158473,0.335515,-10.66,0,2,0,0.2896183,0.1677575,0.5792366
6.239995,6.499089,-0.6240924,2,1.248185,0.3894913,-10.66,0,2,0,0.3120462,0.1947457,0.6240924
6.259995,6.485719,-0.6685045,2,1.337009,0.4468982,-10.66,0,2,0,0.3342522,0.2234491,0.6685045
6.279995,6.47147,-0.7124411,2,1.424882,0.5075724,-10.66,0,2,0,0.3562206,0.2537862,0.7124411
6.299995,6.456353,-0.7558712,2,1.511742,0.5713412,-10.66,0,2,0,0.3779356,0.2856706,0.7558712
6.319995,6.440377,-0.7987637,2,1.597527,0.6380234,-10.66,0,2,0,0.3993818,0.3190117,0.7987637
6.339995,6.423555,-0.8410882,2,1.682176,0.7074294,-10.66,0,2,0,0.4205441,0.3537147,0.8410882
6.359995,6.405899,-0.8828146,2,1.765629,0.7793617,-10.66,0,2,0,0.4414073,0.3896809,0.8828146
6.379995,6.387421,-0.9239133,2,1.847827,0.8536158,-10.66,0,2,0,0.4619567,0.4268079,0.9239133
6.399995,6.368134,-0.9643549,2,1.92871,0.9299805,-10.66,0,2,0,0.4821775,0.4649902,0.9643549
6.419995,6.348052,-1.004111,2,2.008222,1.008239,-10.66,0,2,0,0.5020554,0.5041193,1.004111
6.439995,6.327188,-1.043153,2,2.086305,1.088168,-10.66,0,2,0,0.5215763,0.5440838,1.043153
6.459995,6.30556,-1.081453,2,2.162905,1.16954,-10.66,0,2,0,0.5407264,0.58477,1.081453
6.479995,6.28318,-1.118984,2,2.237967,1.252125,-10.66,0,2,0,0.5594919,0.6260623,1.118984
6.499995,6.260066,-1.155719,2,2.311438,1.335686,-10.66,0,2,0,0.5778595,0.6678432,1.155719
6.519995,6.236233,-1.191633,2,2.383265,1.419988,-10.66,0,2,0,0.5958163,0.709994,1.191633
6.539995,6.211699,-1.226699,2,2.453397,1.504789,-10.66,0,2,0,0.6133493,0.7523946,1.226699
6.559995,6.186481,-1.260892,2,2.521785,1.589849,-10.66,0,2,0,0.6304461,0.7949247,1.260892
6.579995,6.160597,-1.294189,2,2.588379,1.674926,-10.66,0,2,0,0.6470947,0.837463,1.294189
6.599995,6.134066,-1.326566,2,2.653132,1.759778,-10.66,0,2,0,0.6632831,0.8798888,1.326566
6.619995,6.106906,-1.358,2,2.715999,1.844163,-10.66,0,2,0,0.6789998,0.9220814,1.358
6.639995,6.079136,-1.388467,2,2.776935,1.927841,-10.66,0,2,0,0.6942337,0.9639207,1.388467
6.659995,6.050777,-1.417948,2,2.835896,2.010576,-10.66,0,2,0,0.7089739,1.005288,1.417948
6.679995,6.021849,-1.44642,2,2.89284,2.09213,-10.66,0,2,0,0.7232099,1.046065,1.44642
6.699995,5.992372,-1.473863,2,2.947727,2.172273,-10.66,0,2,0,0.7369317,1.086137,1.473863
6.719995,5.962367,-1.500259,2,3.000518,2.250777,-10.66,0,2,0,0.7501294,1.125388,1.500259
6.739995,5.931855,-1.525587,2,3.051175,2.327417,-10.66,0,2,0,0.7627937,1.163709,1.525587
6.759995,5.900858,-1.549831,2,3.099662,2.401977,-10.66,0,2,0,0.7749156,1.200988,1.549831
6.779994,5.869399,-1.572973,2,3.145946,2.474243,-10.66,0,2,0,0.7864864,1.237122,1.572973
6.799994,5.837499,-1.594996,2,3.189992,2.544012,-10.66,0,2,0,0.7974979,1.272006,1.594996
6.819994,5.805182,-1.615885,2,3.231769,2.611083,-10.66,0,2,0,0.8079423,1.305542,1.615885
6.839994,5.772469,-1.635624,2,3.271249,2.675267,-10.66,0,2,0,0.8178122,1.337634,1.635624
6.859994,5.739385,-1.654201,2,3.308402,2.736381,-10.66,0,2,0,0.8271005,1.368191,1.654201
6.879994,5.705953,-1.671601,2,3.343203,2.794251,-10.66,0,2,0,0.8358007,1.397126,1.671601
6.899994,5.672197,-1.687813,2,3.375626,2.848713,-10.66,0,2,0,0.8439065,1.424356,1.687813
6.919994,5.63814,-1.702824,2,3.405649,2.899611,-10.66,0,2,0,0.8514122,1.449806,1.702824
6.939994,5.603808,-1.716625,2,3.43325,2.946801,-10.66,0,2,0,0.8583125,1.473401,1.716625
6.959994,5.569224,-1.729205,2,3.45841,2.990149,-10.66,0,2,0,0.8646024,1.495075,1.729205
6.979994,5.534413,-1.740555,2,3.48111,3.029531,-10.66,0,2,0,0.8702775,1.514766,1.740555
6.999994,5.4994,-1.750667,2,3.501335,3.064836,-10.66,0,2,0,0.8753337,1.532418,1.750667
7.019994,5.464209,-1.759535,2,3.51907,3.095963,-10.66,0,2,0,0.8797674,1.547981,1.759535
7.039994,5.428866,-1.767151,2,3.534302,3.122823,-10.66,0,2,0,0.8835756,1.561411,1.767151
7.059994,5.393396,-1.773511,2,3.547022,3.145341,-10.66,0,2,0,0.8867554,1.57267,1.773511
7.079994,5.357824,-1.778609,2,3.557219,3.163451,-10.66,0,2,0,0.8893046,1.581725,1.778609
7.099994,5.322175,-1.782443,2,3.564886,3.177103,-10.66,0,2,0,0.8912215,1.588552,1.782443
7.119994,5.286475,-1.785009,2,3.570019,3.186258,-10.66,0,2,0,0.8925046,1.593129,1.785009
7.139994,5.250749,-1.786306,2,3.572612,3.19089,-10.66,0,2,0,0.8931531,1.595445,1.786306
7.159994,5.215022,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.179994,5.179296,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.199994,5.143569,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.219994,5.107842,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.239994,5.072116,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.259994,5.036389,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.279994,5.000663,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.299994,4.964936,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.319994,4.92921,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.339994,4.893483,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.359994,4.857757,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.379994,4.82203,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.399994,4.786304,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.419994,4.750577,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.439994,4.71485,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.459994,4.679124,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.479994,4.643397,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.499994,4.607671,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.519994,4.571944,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.539994,4.536218,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.559994,4.500491,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.579994,4.464765,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.599994,4.429038,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.619994,4.393312,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.639994,4.357585,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.659994,4.321858,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.679994,4.286132,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.699994,4.250405,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.719994,4.214679,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.739994,4.178952,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.759994,4.143226,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.779994,4.107499,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.799994,4.071773,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.819993,4.036046,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.839993,4.000319,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.859993,3.964593,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.879993,3.928866,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.899993,3.89314,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.919993,3.857413,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.939993,3.821687,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.959993,3.78596,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.979993,3.750234,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
7.999993,3.714507,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.019994,3.678781,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.039994,3.643054,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.059995,3.607327,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.079995,3.571601,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.099996,3.535874,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.119996,3.500148,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.139997,3.464421,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.159997,3.428695,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.179997,3.392968,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.199998,3.357242,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.219998,3.321515,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.239999,3.285789,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.259999,3.250062,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.28,3.214335,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.3,3.178609,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.320001,3.142882,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.340001,3.107156,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.360002,3.071429,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.380002,3.035703,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.400002,2.999976,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.420003,2.96425,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.440003,2.928523,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.460004,2.892797,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.480004,2.85707,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.500005,2.821343,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.520005,2.785617,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.540006,2.74989,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.560006,2.714164,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.580007,2.678437,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.600007,2.642711,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.620008,2.606984,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.640008,2.571258,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.660008,2.535531,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.680009,2.499804,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.700009,2.464078,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.72001,2.428351,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.74001,2.392625,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.760011,2.356898,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.780011,2.321172,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.800012,2.285445,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.820012,2.249719,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.840013,2.213992,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.860013,2.178266,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.880013,2.142539,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.900014,2.106812,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.920014,2.071086,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.940015,2.035359,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.960015,1.999633,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
8.980016,1.963906,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.000016,1.928179,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.020017,1.892453,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.040017,1.856726,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.060018,1.820999,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.080018,1.785273,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.100019,1.749546,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.120019,1.713819,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.140019,1.678093,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.16002,1.642366,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.18002,1.606639,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.200021,1.570913,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.220021,1.535186,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.240022,1.499459,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.260022,1.463733,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.280023,1.428006,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.300023,1.392279,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.320024,1.356553,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.340024,1.320826,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.360024,1.285099,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.380025,1.249373,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.400025,1.213646,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.420026,1.177919,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.440026,1.142193,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.460027,1.106466,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.480027,1.070739,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.500028,1.035013,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.520028,0.9992861,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.540029,0.9635594,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.560029,0.9278327,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.580029,0.8921061,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.60003,0.8563794,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.62003,0.8206527,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.640031,0.7849261,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.660031,0.7491994,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.680032,0.7134727,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.700032,0.6777461,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.720033,0.6420194,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.740033,0.6062927,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.760034,0.5705661,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.780034,0.5348394,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.800035,0.4991127,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.820035,0.4633861,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.840035,0.4276594,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.860036,0.3919327,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
9.880036,0.3562061,-1.786333,2,3.572665,3.190985,-10.66,0,2,0,0.8931664,1.595492,1.786333
