currentTimeStep, cubeRomeo.position.x, cubeRomeo.position.y,alphaRomeo,degree,horizonForceRomeo,verticalForceRomeo, -frictionForceRomeo.x + horizonForceRomeo, -frictionForceRomeo.y + verticalForceRomeo, -frictionForceRomeo.z + zAxisForceRomeo
25.30876,-20.01434,0.75,0,0,0,19.95663,1.499696,19.95664,-1.245749E-07
25.31376,-20.01934,0.7500042,0.0008344654,0.04781135,0.01665102,19.95411,1.505178,19.95287,-1.236472E-07
25.31875,-20.02433,0.7500125,0.001665753,0.09544062,0.03323441,19.95156,1.510595,19.94909,-1.227247E-07
25.32375,-20.0293,0.750025,0.002493863,0.1428878,0.04975016,19.94899,1.515947,19.94531,-1.218075E-07
25.32875,-20.03425,0.7500415,0.003318797,0.1901531,0.06619827,19.94639,1.521236,19.94153,-1.208956E-07
25.33375,-20.03918,0.750062,0.004140555,0.2372363,0.08257874,19.94377,1.526462,19.93775,-1.199889E-07
25.33875,-20.04409,0.7500865,0.004959138,0.2841377,0.09889157,19.94112,1.531626,19.93397,-1.190875E-07
25.34375,-20.04898,0.750115,0.005774545,0.330857,0.1151367,19.93845,1.536728,19.93018,-1.181912E-07
25.34875,-20.05386,0.7501473,0.006586777,0.3773945,0.1313142,19.93575,1.541771,19.9264,-1.173001E-07
25.35375,-20.05871,0.7501835,0.007395836,0.4237502,0.1474241,19.93303,1.546754,19.92261,-1.164141E-07
25.35875,-20.06355,0.7502234,0.00820172,0.4699239,0.1634663,19.93029,1.551679,19.91882,-1.155332E-07
25.36375,-20.06836,0.7502671,0.009004114,0.5158978,0.1794346,19.92752,1.556539,19.91503,-1.146574E-07
25.36875,-20.07316,0.7503145,0.009803336,0.5616898,0.1953352,19.92474,1.561343,19.91125,-1.137867E-07
25.37374,-20.07793,0.7503655,0.01059939,0.6073,0.2111681,19.92193,1.566091,19.90746,-1.12921E-07
25.37874,-20.08269,0.7504201,0.01139226,0.6527286,0.2269335,19.91911,1.570783,19.90368,-1.120603E-07
25.38374,-20.08743,0.7504782,0.01218165,0.6979572,0.2426249,19.91626,1.575415,19.8999,-1.112046E-07
25.38874,-20.09214,0.7505398,0.01296787,0.743004,0.2582487,19.91339,1.579993,19.89612,-1.103539E-07
25.39374,-20.09684,0.7506049,0.01375091,0.7878694,0.2738049,19.9105,1.584518,19.89234,-1.095081E-07
25.39874,-20.10152,0.7506734,0.01453047,0.8325347,0.2892871,19.9076,1.588984,19.88857,-1.086672E-07
25.40374,-20.10617,0.7507452,0.01530686,0.8770185,0.3047019,19.90467,1.5934,19.88479,-1.078312E-07
25.40874,-20.11081,0.7508204,0.01607976,0.9213024,0.3200427,19.90173,1.597758,19.88103,-1.07E-07
25.41374,-20.11543,0.7508988,0.01684949,0.9654049,0.335316,19.89878,1.602066,19.87726,-1.061737E-07
25.41874,-20.12003,0.7509805,0.01761574,1.009308,0.3505155,19.8958,1.606319,19.8735,-1.053521E-07
25.42374,-20.1246,0.7510653,0.01837882,1.053029,0.3656474,19.89281,1.610523,19.86975,-1.045354E-07
25.42874,-20.12916,0.7511532,0.01913841,1.09655,0.3807056,19.8898,1.614674,19.86599,-1.037233E-07
25.43373,-20.1337,0.7512442,0.01989483,1.13989,0.3956963,19.88678,1.618777,19.86225,-1.02916E-07
25.43873,-20.13821,0.7513383,0.02064777,1.18303,0.4106132,19.88374,1.622828,19.85851,-1.021134E-07
25.44373,-20.14271,0.7514353,0.02139754,1.225989,0.4254627,19.88069,1.626834,19.85477,-1.013155E-07
25.44873,-20.14719,0.7515353,0.02214382,1.268748,0.4402385,19.87762,1.630788,19.85104,-1.005221E-07
25.45373,-20.15164,0.7516381,0.02288662,1.311307,0.4549405,19.87454,1.634691,19.84731,-9.973338E-08
25.45873,-20.15608,0.7517438,0.02362625,1.353685,0.4695753,19.87145,1.638552,19.8436,-9.894922E-08
25.46373,-20.1605,0.7518523,0.0243624,1.395863,0.4841364,19.86834,1.642363,19.83989,-9.816961E-08
25.46873,-20.16489,0.7519635,0.02509507,1.437842,0.4986239,19.86522,1.646125,19.83618,-9.73945E-08
25.47373,-20.16926,0.7520774,0.02582425,1.479621,0.5130378,19.86209,1.64984,19.83249,-9.662388E-08
25.47873,-20.17362,0.752194,0.02654995,1.5212,0.5273781,19.85895,1.653507,19.8288,-9.585774E-08
25.48373,-20.17795,0.7523132,0.02727248,1.562598,0.5416513,19.8558,1.657135,19.82512,-9.509603E-08
25.48873,-20.18226,0.752435,0.02799153,1.603796,0.5558509,19.85264,1.660716,19.82144,-9.43387E-08
25.49372,-20.18655,0.7525592,0.02870709,1.644795,0.5699771,19.84947,1.664252,19.81778,-9.358578E-08
25.49872,-20.19082,0.752686,0.02941918,1.685595,0.5840299,19.84628,1.667744,19.81412,-9.283718E-08
25.50372,-20.19507,0.7528151,0.03012778,1.726195,0.5980093,19.84309,1.671191,19.81047,-9.20929E-08
25.50872,-20.1993,0.7529467,0.0308329,1.766595,0.6119153,19.83989,1.674596,19.80683,-9.13529E-08
25.51372,-20.20351,0.7530805,0.03153453,1.806795,0.625748,19.83669,1.677957,19.80321,-9.061717E-08
25.51872,-20.2077,0.7532167,0.03223268,1.846797,0.6395074,19.83347,1.681276,19.79959,-8.988566E-08
25.52372,-20.21186,0.7533551,0.03292735,1.886598,0.6531935,19.83024,1.684554,19.79597,-8.915836E-08
25.52872,-20.21601,0.7534958,0.03361854,1.9262,0.6668065,19.82701,1.68779,19.79237,-8.843523E-08
25.53372,-20.22013,0.7536385,0.03430624,1.965603,0.6803462,19.82378,1.690987,19.78878,-8.771624E-08
25.53872,-20.22423,0.7537834,0.03499047,2.004806,0.6938128,19.82053,1.694143,19.7852,-8.700137E-08
25.54372,-20.22832,0.7539303,0.03567121,2.04381,0.7072064,19.81728,1.69726,19.78164,-8.629057E-08
25.54872,-20.23238,0.7540793,0.03634847,2.082614,0.7205269,19.81403,1.700338,19.77808,-8.558384E-08
25.55371,-20.23641,0.7542302,0.03702192,2.1212,0.733768,19.81077,1.703372,19.77453,-8.488113E-08
25.55871,-20.24043,0.7543831,0.0376919,2.159587,0.7469363,19.8075,1.706369,19.771,-8.418242E-08
25.56371,-20.24443,0.7545379,0.0383584,2.197774,0.7600316,19.80424,1.709328,19.76747,-8.348768E-08
25.56871,-20.2484,0.7546945,0.03902141,2.235762,0.7730539,19.80096,1.712251,19.76396,-8.279688E-08
25.57371,-20.25236,0.7548529,0.03968094,2.273551,0.7860035,19.79769,1.715138,19.76046,-8.211E-08
25.57871,-20.25629,0.755013,0.04033668,2.311121,0.798874,19.79441,1.717983,19.75697,-8.142699E-08
25.58371,-20.2602,0.7551749,0.04098893,2.348492,0.8116716,19.79113,1.720793,19.75349,-8.074784E-08
25.58871,-20.26409,0.7553385,0.0416377,2.385664,0.8243967,19.78784,1.723569,19.75003,-8.00725E-08
25.59371,-20.26795,0.7555037,0.04228298,2.422636,0.8370489,19.78456,1.726311,19.74658,-7.940098E-08
25.59871,-20.2718,0.7556704,0.04292447,2.459391,0.8496224,19.78127,1.729013,19.74314,-7.873319E-08
25.60371,-20.27562,0.7558387,0.04356247,2.495946,0.8621233,19.77798,1.731682,19.73972,-7.806916E-08
25.60871,-20.27943,0.7560085,0.04419699,2.532301,0.8745515,19.77469,1.734319,19.73631,-7.740885E-08
25.6137,-20.28321,0.7561797,0.04482772,2.568439,0.8869011,19.7714,1.736918,19.73291,-7.67522E-08
25.6187,-20.28697,0.7563524,0.04545496,2.604377,0.8991782,19.76812,1.739485,19.72952,-7.609922E-08
25.6237,-20.2907,0.7565265,0.04607872,2.640116,0.911383,19.76483,1.742022,19.72615,-7.544985E-08
25.6287,-20.29442,0.7567018,0.04669867,2.675637,0.9235091,19.76154,1.744521,19.72279,-7.480409E-08
25.6337,-20.29811,0.7568784,0.04731515,2.710958,0.9355629,19.75825,1.746991,19.71945,-7.41619E-08
25.6387,-20.30179,0.7570563,0.04792782,2.746062,0.9475383,19.75497,1.749424,19.71612,-7.352323E-08
25.6437,-20.30544,0.7572353,0.04853702,2.780966,0.9594414,19.75168,1.751829,19.71281,-7.288807E-08
25.6487,-20.30906,0.7574156,0.04914241,2.815653,0.9712662,19.7484,1.754199,19.70951,-7.225641E-08
25.6537,-20.31267,0.757597,0.04974432,2.85014,0.9830188,19.74512,1.756541,19.70623,-7.16282E-08
25.6587,-20.31626,0.7577794,0.05034243,2.884409,0.9946932,19.74185,1.758848,19.70296,-7.100341E-08
25.6637,-20.31982,0.7579629,0.05093705,2.918478,1.006295,19.73858,1.761128,19.6997,-7.038201E-08
25.6687,-20.32336,0.7581474,0.05152788,2.95233,1.01782,19.73531,1.763375,19.69646,-6.9764E-08
25.67369,-20.32688,0.7583328,0.05211522,2.985982,1.029272,19.73205,1.765596,19.69324,-6.914932E-08
25.67869,-20.33037,0.7585191,0.05269876,3.019417,1.040646,19.72879,1.767785,19.69003,-6.853795E-08
25.68369,-20.33385,0.7587063,0.05327849,3.052633,1.051942,19.72553,1.769941,19.68684,-6.792988E-08
25.68869,-20.3373,0.7588944,0.05385475,3.08565,1.063167,19.72228,1.772072,19.68366,-6.732505E-08
25.69369,-20.34073,0.7590832,0.05442721,3.118449,1.074313,19.71904,1.774173,19.6805,-6.672345E-08
25.69869,-20.34414,0.7592728,0.05499617,3.151049,1.085388,19.7158,1.776249,19.67736,-6.612507E-08
25.70369,-20.34752,0.7594631,0.05556135,3.183431,1.096385,19.71257,1.778295,19.67423,-6.552986E-08
25.70869,-20.35089,0.7596541,0.05612271,3.215594,1.107304,19.70934,1.78031,19.67112,-6.493781E-08
25.71369,-20.35423,0.7598457,0.05668059,3.247558,1.118152,19.70612,1.782303,19.66802,-6.434886E-08
25.71869,-20.35755,0.760038,0.05723466,3.279305,1.128922,19.70291,1.784267,19.66495,-6.376301E-08
25.72369,-20.36084,0.7602308,0.05778494,3.310833,1.139615,19.6997,1.786201,19.66189,-6.318023E-08
25.72869,-20.36412,0.7604241,0.05833173,3.342162,1.150236,19.69651,1.788114,19.65884,-6.260049E-08
25.73368,-20.36737,0.7606179,0.05887472,3.373273,1.16078,19.69332,1.789999,19.65581,-6.202377E-08
25.73868,-20.3706,0.7608122,0.05941358,3.404147,1.171227,19.68991,1.790841,19.65261,-7.791234E-08
25.74368,-20.3738,0.7610068,0.05994833,3.434786,1.181596,19.68662,1.792089,19.64951,-8.517496E-08
25.74868,-20.37698,0.7612019,0.06047927,3.465207,1.191894,19.68344,1.793828,19.64653,-8.506512E-08
25.75368,-20.38014,0.7613972,0.06100672,3.495428,1.202122,19.68029,1.795584,19.64357,-8.445374E-08
25.75868,-20.38327,0.7615929,0.06152942,3.525376,1.212227,19.67671,1.795346,19.64026,-8.588506E-08
25.76368,-20.38637,0.7617888,0.062048,3.555089,1.222269,19.67347,1.796538,19.63725,-8.517063E-08
25.76868,-20.38946,0.7619849,0.06256308,3.584601,1.232246,19.67035,1.798202,19.63435,-8.436164E-08
25.77368,-20.39252,0.7621813,0.06307437,3.613895,1.242147,19.66725,1.799865,19.63148,-8.355526E-08
25.77868,-20.39556,0.7623777,0.06358185,3.642972,1.251971,19.66415,1.801516,19.62862,-8.275359E-08
25.78368,-20.39857,0.7625743,0.06408552,3.67183,1.261718,19.66107,1.803142,19.62578,-8.195593E-08
25.78868,-20.40156,0.762771,0.0645854,3.70047,1.271388,19.658,1.804745,19.62297,-8.116219E-08
25.79367,-20.40453,0.7629676,0.06508145,3.728893,1.280982,19.65495,1.806324,19.62016,-8.037239E-08
25.79867,-20.40748,0.7631643,0.06557404,3.757115,1.290505,19.6519,1.807886,19.61738,-7.958644E-08
25.80367,-20.41041,0.763361,0.0660628,3.78512,1.299951,19.64887,1.809425,19.61462,-7.880434E-08
25.80867,-20.41331,0.7635576,0.06654776,3.812906,1.30932,19.64585,1.810941,19.61188,-7.802602E-08
25.81367,-20.41619,0.763754,0.06702891,3.840474,1.318613,19.64284,1.812435,19.60915,-7.725147E-08
25.81867,-20.41905,0.7639503,0.06750626,3.867824,1.32783,19.63984,1.813907,19.60644,-7.648064E-08
25.82367,-20.42188,0.7641465,0.0679798,3.894955,1.33697,19.63686,1.815357,19.60375,-7.571349E-08
25.82867,-20.42469,0.7643425,0.06844953,3.921869,1.346034,19.63389,1.816786,19.60109,-7.495E-08
25.83367,-20.42748,0.7645382,0.06891545,3.948564,1.355021,19.63094,1.818193,19.59844,-7.419013E-08
25.83867,-20.43025,0.7647337,0.06937757,3.975042,1.363932,19.628,1.81958,19.59581,-7.343383E-08
25.84367,-20.43299,0.7649288,0.06983587,4.001301,1.372767,19.62508,1.820947,19.5932,-7.268106E-08
25.84867,-20.43571,0.7651237,0.07029037,4.027342,1.381526,19.62217,1.822293,19.59061,-7.193184E-08
25.85366,-20.43841,0.7653181,0.07074106,4.053164,1.390208,19.61927,1.823619,19.58803,-7.118605E-08
25.85866,-20.44108,0.7655122,0.07118794,4.078768,1.398814,19.6164,1.824925,19.58548,-7.044372E-08
25.86366,-20.44373,0.7657058,0.07163101,4.104155,1.407345,19.61353,1.826212,19.58295,-6.970477E-08
25.86866,-20.44636,0.7658989,0.07207026,4.129322,1.415799,19.61069,1.82748,19.58044,-6.896919E-08
25.87366,-20.44897,0.7660916,0.07250571,4.154271,1.424178,19.60785,1.828729,19.57795,-6.823694E-08
25.87866,-20.45155,0.7662838,0.07293735,4.179003,1.432481,19.60504,1.82996,19.57548,-6.750798E-08
25.88366,-20.45411,0.7664753,0.07336517,4.203515,1.440708,19.60224,1.831171,19.57302,-6.678228E-08
25.88866,-20.45665,0.7666663,0.07378919,4.227809,1.448859,19.59946,1.832365,19.57059,-6.605981E-08
25.89366,-20.45916,0.7668567,0.0742094,4.251885,1.456934,19.59669,1.833541,19.56818,-6.534052E-08
25.89866,-20.46165,0.7670464,0.07462579,4.275743,1.464934,19.59395,1.8347,19.56579,-6.462437E-08
25.90366,-20.46412,0.7672355,0.07503837,4.299382,1.472859,19.59122,1.835841,19.56342,-6.391135E-08
25.90866,-20.46656,0.7674238,0.07544713,4.322803,1.480707,19.58851,1.836964,19.56107,-6.320142E-08
25.91365,-20.46899,0.7676114,0.0758521,4.346005,1.488481,19.58581,1.838072,19.55874,-6.249454E-08
25.91865,-20.47139,0.7677982,0.07625324,4.368989,1.496179,19.58314,1.839162,19.55643,-6.179068E-08
25.92365,-20.47376,0.7679843,0.07665056,4.391754,1.503801,19.58048,1.840236,19.55414,-6.10898E-08
25.92865,-20.47612,0.7681695,0.07704408,4.4143,1.511348,19.57784,1.841293,19.55187,-6.039186E-08
25.93365,-20.47845,0.7683539,0.07743378,4.436629,1.51882,19.57522,1.842335,19.54962,-5.969684E-08
25.93865,-20.48075,0.7685373,0.07781967,4.458738,1.526217,19.57262,1.843361,19.5474,-5.90047E-08
25.94365,-20.48304,0.7687199,0.07820141,4.480611,1.533532,19.57004,1.844365,19.54519,-5.831541E-08
25.94865,-20.4853,0.7689016,0.07857936,4.502265,1.540773,19.56748,1.845354,19.54301,-5.762894E-08
25.95365,-20.48754,0.7690822,0.07895348,4.523701,1.547938,19.56494,1.846328,19.54084,-5.694524E-08
25.95865,-20.48975,0.769262,0.07932379,4.544919,1.555028,19.56242,1.847287,19.5387,-5.626429E-08
25.96365,-20.49194,0.7694407,0.07969029,4.565917,1.562043,19.55992,1.848231,19.53658,-5.558606E-08
25.96865,-20.49411,0.7696183,0.08005296,4.586697,1.568983,19.55743,1.849161,19.53448,-5.49105E-08
25.97364,-20.49626,0.7697948,0.08041182,4.607258,1.575849,19.55497,1.850077,19.5324,-5.42376E-08
25.97864,-20.49838,0.7699703,0.08076655,4.627583,1.582634,19.55253,1.850972,19.53034,-5.356732E-08
25.98364,-20.50047,0.7701446,0.08111745,4.647687,1.589343,19.55012,1.851854,19.52831,-5.289962E-08
25.98864,-20.50255,0.7703179,0.08146455,4.667575,1.595978,19.54772,1.852722,19.52629,-5.223447E-08
25.99364,-20.5046,0.7704899,0.08180782,4.687243,1.602539,19.54535,1.853576,19.5243,-5.157185E-08
25.99864,-20.50663,0.7706607,0.08214728,4.706692,1.609024,19.54299,1.854417,19.52233,-5.091172E-08
26.00364,-20.50864,0.7708303,0.08248291,4.725923,1.615435,19.54066,1.855245,19.52038,-5.025403E-08
26.00864,-20.51062,0.7709987,0.08281443,4.744917,1.621766,19.53835,1.856054,19.51845,-4.959877E-08
26.01364,-20.51258,0.7711658,0.0831421,4.763691,1.628022,19.53606,1.856851,19.51654,-4.894591E-08
26.01864,-20.51451,0.7713317,0.08346597,4.782248,1.634204,19.53379,1.857634,19.51466,-4.829541E-08
26.02364,-20.51643,0.7714962,0.08378601,4.800585,1.640311,19.53155,1.858405,19.51279,-4.764724E-08
26.02864,-20.51832,0.7716593,0.08410224,4.818703,1.646344,19.52933,1.859165,19.51095,-4.700136E-08
26.03363,-20.52018,0.7718211,0.08441433,4.836585,1.652296,19.52713,1.859905,19.50913,-4.635775E-08
26.03863,-20.52203,0.7719815,0.08472259,4.854247,1.658175,19.52496,1.860634,19.50734,-4.571639E-08
26.04363,-20.52385,0.7721405,0.08502704,4.87169,1.663979,19.52281,1.861352,19.50556,-4.507723E-08
26.04863,-20.52564,0.7722981,0.08532766,4.888915,1.669708,19.52068,1.862058,19.50381,-4.444023E-08
26.05363,-20.52741,0.7724542,0.08562415,4.905902,1.675358,19.51858,1.862746,19.50208,-4.380539E-08
26.05863,-20.52916,0.7726088,0.08591682,4.922671,1.680934,19.5165,1.863423,19.50037,-4.317265E-08
26.06363,-20.53089,0.7727619,0.08620566,4.93922,1.686435,19.51444,1.864089,19.49868,-4.254201E-08
26.06863,-20.53259,0.7729136,0.08649068,4.955551,1.691863,19.51241,1.864744,19.49701,-4.191341E-08
26.07363,-20.53427,0.7730637,0.08677157,4.971645,1.69721,19.5104,1.865383,19.49537,-4.128683E-08
26.07863,-20.53593,0.7732122,0.08704863,4.987519,1.702484,19.50842,1.86601,19.49375,-4.066224E-08
26.08363,-20.53756,0.7733591,0.08732186,5.003174,1.707683,19.50646,1.866627,19.49216,-4.003962E-08
26.08862,-20.53917,0.7735045,0.08759128,5.01861,1.712809,19.50453,1.867234,19.49058,-3.941893E-08
26.09362,-20.54075,0.7736483,0.08785655,5.03381,1.717855,19.50262,1.867825,19.48903,-3.880013E-08
26.09862,-20.54232,0.7737904,0.088118,5.04879,1.722827,19.50073,1.868405,19.48749,-3.818321E-08
26.10362,-20.54386,0.7739308,0.08837562,5.06355,1.727726,19.49888,1.868976,19.48598,-3.756812E-08
26.10862,-20.54537,0.7740695,0.08862943,5.078093,1.732551,19.49704,1.869537,19.4845,-3.695486E-08
26.11362,-20.54686,0.7742066,0.08887909,5.092397,1.737296,19.49523,1.870081,19.48303,-3.634338E-08
26.11862,-20.54833,0.774342,0.08912492,5.106482,1.741967,19.49345,1.870617,19.48159,-3.573365E-08
26.12362,-20.54978,0.7744756,0.08936693,5.120348,1.746565,19.49169,1.871143,19.48017,-3.512563E-08
26.12862,-20.5512,0.7746075,0.08960479,5.133976,1.751083,19.48996,1.871654,19.47878,-3.451932E-08
26.13362,-20.5526,0.7747377,0.08983884,5.147387,1.755528,19.48826,1.872155,19.47741,-3.391467E-08
26.13862,-20.55397,0.774866,0.09006906,5.160577,1.759899,19.48658,1.872648,19.47606,-3.331166E-08
26.14362,-20.55532,0.7749925,0.09029513,5.17353,1.764191,19.48493,1.873125,19.47473,-3.271026E-08
26.14861,-20.55665,0.7751172,0.09051737,5.186264,1.76841,19.4833,1.873594,19.47342,-3.211043E-08
26.15361,-20.55795,0.7752401,0.09073579,5.198778,1.772555,19.4817,1.874054,19.47214,-3.151216E-08
26.15861,-20.55924,0.7753612,0.09095038,5.211073,1.776627,19.48013,1.874505,19.47088,-3.09154E-08
26.16361,-20.56049,0.7754803,0.09116083,5.223131,1.780619,19.47858,1.874942,19.46964,-3.032014E-08
26.16861,-20.56173,0.7755976,0.09136745,5.23497,1.784538,19.47706,1.875371,19.46843,-2.972634E-08
26.17361,-20.56294,0.775713,0.09157024,5.246588,1.788384,19.47557,1.875791,19.46724,-2.913398E-08
26.17861,-20.56413,0.7758265,0.0917689,5.25797,1.792151,19.47411,1.876197,19.46607,-2.854302E-08
26.18361,-20.56529,0.7759381,0.09196372,5.269133,1.795844,19.47267,1.876595,19.46492,-2.795344E-08
26.18861,-20.56643,0.7760477,0.09215471,5.280076,1.799465,19.47126,1.876985,19.4638,-2.736521E-08
26.19361,-20.56754,0.7761554,0.09234156,5.290781,1.803006,19.46987,1.87736,19.4627,-2.677831E-08
26.19861,-20.56864,0.7762612,0.09252458,5.301268,1.806474,19.46852,1.877729,19.46162,-2.619269E-08
26.20361,-20.56971,0.7763649,0.09270377,5.311534,1.809869,19.46719,1.878089,19.46057,-2.560835E-08
26.2086,-20.57075,0.7764666,0.0928788,5.321563,1.813185,19.46589,1.878436,19.45954,-2.502524E-08
26.2136,-20.57178,0.7765663,0.09305003,5.331374,1.816428,19.46461,1.878775,19.45853,-2.444334E-08
26.2186,-20.57277,0.776664,0.0932174,5.340964,1.819598,19.46337,1.879107,19.45755,-2.386262E-08
26.2236,-20.57375,0.7767597,0.09338064,5.350317,1.822689,19.46215,1.879425,19.45658,-2.328306E-08
26.2286,-20.5747,0.7768533,0.09354006,5.35945,1.825708,19.46096,1.879737,19.45565,-2.270462E-08
26.2336,-20.57563,0.7769449,0.09369532,5.368346,1.828647,19.4598,1.880034,19.45473,-2.212728E-08
26.2386,-20.57653,0.7770345,0.09384675,5.377022,1.831513,19.45867,1.880325,19.45384,-2.155102E-08
26.2436,-20.57741,0.7771219,0.09399435,5.385479,1.834307,19.45757,1.880609,19.45297,-2.09758E-08
26.2486,-20.57827,0.7772073,0.0941378,5.393699,1.837021,19.45649,1.880879,19.45212,-2.040159E-08
26.2536,-20.5791,0.7772905,0.09427743,5.401699,1.839663,19.45545,1.881143,19.4513,-1.982837E-08
26.2586,-20.57991,0.7773716,0.09441321,5.409479,1.842232,19.45443,1.8814,19.4505,-1.925612E-08
26.2636,-20.5807,0.7774507,0.09454486,5.417021,1.844722,19.45344,1.881644,19.44973,-1.86848E-08
26.26859,-20.58146,0.7775276,0.09467268,5.424345,1.84714,19.45248,1.881881,19.44897,-1.81144E-08
26.27359,-20.5822,0.7776023,0.09479666,5.431448,1.849485,19.45154,1.882112,19.44824,-1.754487E-08
26.27859,-20.58292,0.7776749,0.09491649,5.438314,1.851751,19.45064,1.88233,19.44754,-1.697619E-08
26.28359,-20.58361,0.7777454,0.09503249,5.444961,1.853944,19.44976,1.882541,19.44685,-1.640834E-08
26.28859,-20.58428,0.7778137,0.09514435,5.451369,1.856059,19.44892,1.88274,19.44619,-1.584129E-08
26.29359,-20.58492,0.7778798,0.09525236,5.457559,1.858101,19.4481,1.882932,19.44556,-1.527501E-08
26.29859,-20.58554,0.7779437,0.09535655,5.463528,1.86007,19.44732,1.883118,19.44494,-1.470948E-08
26.30359,-20.58614,0.7780055,0.09545659,5.46926,1.861961,19.44656,1.883292,19.44435,-1.414467E-08
26.30859,-20.58672,0.778065,0.0955528,5.474772,1.863779,19.44583,1.883459,19.44379,-1.358054E-08
26.31359,-20.58727,0.7781224,0.09564517,5.480065,1.865525,19.44513,1.883621,19.44324,-1.301709E-08
26.31859,-20.58779,0.7781775,0.0957334,5.48512,1.867192,19.44446,1.883769,19.44272,-1.245427E-08
26.32359,-20.5883,0.7782304,0.09581779,5.489955,1.868786,19.44382,1.883912,19.44223,-1.189207E-08
26.32858,-20.58878,0.7782812,0.09589803,5.494553,1.870302,19.44321,1.884043,19.44175,-1.133045E-08
26.33358,-20.58923,0.7783296,0.09597445,5.49893,1.871746,19.44263,1.884167,19.44131,-1.07694E-08
26.33858,-20.58966,0.7783759,0.09604701,5.503088,1.873116,19.44207,1.884285,19.44088,-1.020888E-08
26.34358,-20.59007,0.7784199,0.09611545,5.50701,1.874409,19.44155,1.884392,19.44047,-9.648859E-09
26.34858,-20.59046,0.7784616,0.09618004,5.51071,1.875628,19.44106,1.884492,19.44009,-9.089324E-09
26.35358,-20.59082,0.7785012,0.0962408,5.514192,1.876776,19.44059,1.884586,19.43974,-8.530247E-09
26.35858,-20.59116,0.7785384,0.09629741,5.517435,1.877845,19.44016,1.884669,19.4394,-7.971599E-09
26.36358,-20.59147,0.7785734,0.09635019,5.520459,1.878841,19.43975,1.884745,19.43909,-7.413356E-09
26.36858,-20.59176,0.7786061,0.09639881,5.523245,1.879759,19.43938,1.884809,19.43881,-6.855494E-09
26.37358,-20.59203,0.7786366,0.0964436,5.525811,1.880605,19.43903,1.884868,19.43855,-6.29799E-09
26.37858,-20.59227,0.7786648,0.09648456,5.528158,1.881378,19.43872,1.884921,19.43831,-5.740818E-09
26.38358,-20.59249,0.7786907,0.09652137,5.530267,1.882072,19.43843,1.884962,19.43809,-5.183958E-09
26.38857,-20.59269,0.7787144,0.09655435,5.532156,1.882694,19.43818,1.884997,19.4379,-4.627392E-09
26.39357,-20.59286,0.7787358,0.09658317,5.533808,1.883238,19.43795,1.88502,19.43773,-4.071102E-09
26.39857,-20.59301,0.7787549,0.09660816,5.53524,1.88371,19.43775,1.885038,19.43758,-3.515084E-09
26.40357,-20.59314,0.7787717,0.09662932,5.536452,1.884109,19.43759,1.885049,19.43746,-2.95934E-09
26.40857,-20.59324,0.7787862,0.09664632,5.537426,1.884429,19.43745,1.885049,19.43736,-2.403906E-09
26.41357,-20.59332,0.7787985,0.0966595,5.538181,1.884677,19.43734,1.885043,19.43729,-1.84889E-09
26.41857,-20.59337,0.7788085,0.09666883,5.538716,1.884853,19.43727,1.885031,19.43723,-1.294631E-09
26.42357,-20.5934,0.7788162,0.09667402,5.539013,1.88495,19.43722,1.885008,19.4372,-7.425578E-10
26.42857,-20.59341,0.7788216,0.09667537,5.539091,1.884975,19.4372,1.884979,19.4372,-2.099581E-10
26.43357,-20.59339,0.7788247,0.09667258,5.538931,1.884921,19.43721,1.884905,19.43721,-3.923974E-10
26.43857,-20.59335,0.7788255,0.09666595,5.538551,1.884795,19.43726,1.8847,19.43726,-9.38596E-10
26.44357,-20.59329,0.7788241,0.09665547,5.537951,1.884597,19.43733,1.884355,19.43733,-1.491552E-09
26.44856,-20.5932,0.7788204,0.09664086,5.537114,1.88432,19.43743,1.883867,19.43745,-2.04564E-09
26.45356,-20.59309,0.7788144,0.09662241,5.536056,1.883971,19.43756,1.883238,19.4376,-2.599953E-09
26.45856,-20.59295,0.7788061,0.09659981,5.534761,1.883543,19.43773,1.882466,19.43779,-3.154173E-09
26.46356,-20.5928,0.7787955,0.09657338,5.533247,1.883043,19.43792,1.881554,19.43802,-3.708126E-09
26.46856,-20.59262,0.7787827,0.0965431,5.531512,1.88247,19.43814,1.880504,19.43828,-4.261695E-09
26.47356,-20.59241,0.7787676,0.09650868,5.52954,1.881819,19.43839,1.879309,19.43858,-4.814785E-09
26.47856,-20.59218,0.7787502,0.09647043,5.527349,1.881096,19.43867,1.877976,19.43891,-5.367306E-09
26.48356,-20.59193,0.7787306,0.09642833,5.524937,1.8803,19.43898,1.876505,19.43928,-5.91918E-09
26.48856,-20.59165,0.7787087,0.0963821,5.522287,1.879426,19.43932,1.874889,19.43968,-6.470329E-09
26.49356,-20.59135,0.7786846,0.09633203,5.519419,1.878479,19.43969,1.873136,19.44012,-7.020679E-09
26.49856,-20.59103,0.7786582,0.09627812,5.51633,1.87746,19.44009,1.871246,19.4406,-7.570158E-09
26.50356,-20.59068,0.7786295,0.09622007,5.513004,1.876362,19.44052,1.869212,19.44111,-8.118691E-09
26.50855,-20.59031,0.7785986,0.09615818,5.509458,1.875192,19.44097,1.867041,19.44165,-8.666209E-09
26.51355,-20.58992,0.7785655,0.09609246,5.505692,1.873949,19.44146,1.864734,19.44223,-9.21264E-09
