currentTimeStep, cubeJulia.position.x, cubeJulia.position.y, alphaJulia, degree, horizonForceJulia, verticalForceJulia, -frictionForceJulia.x + horizonForceJulia, -frictionForceJulia.y + verticalForceJulia, -frictionForceJulia.z + zAxisForceJulia
25.30876,-21.51114,0.75,0,0,0,19.95672,1.500076,19.95672,-1.585038E-08
25.31875,-21.51615,0.7500042,0.0008344654,0.04781135,0.01665109,19.9542,1.505554,19.95295,-1.573232E-08
25.32875,-21.52114,0.7500126,0.001665753,0.09544062,0.03323455,19.95165,1.510966,19.94917,-1.561493E-08
25.33875,-21.52611,0.750025,0.002493863,0.1428878,0.04975037,19.94907,1.516314,19.94539,-1.549822E-08
25.34875,-21.53106,0.7500416,0.003318797,0.1901531,0.06619855,19.94647,1.521599,19.94161,-1.538218E-08
25.35875,-21.53599,0.7500622,0.004140555,0.2372363,0.08257908,19.94385,1.526821,19.93782,-1.52668E-08
25.36875,-21.5409,0.7500867,0.004959138,0.2841377,0.09889197,19.9412,1.531981,19.93404,-1.515209E-08
25.37874,-21.54579,0.7501152,0.005774545,0.3308571,0.1151372,19.93853,1.537079,19.93025,-1.503804E-08
25.38874,-21.55066,0.7501476,0.006586778,0.3773946,0.1313148,19.93583,1.542118,19.92646,-1.492464E-08
25.39874,-21.55552,0.7501838,0.007395836,0.4237502,0.1474247,19.93311,1.547097,19.92268,-1.48119E-08
25.40874,-21.56035,0.7502237,0.008201721,0.469924,0.163467,19.93036,1.552018,19.91889,-1.469981E-08
25.41874,-21.56517,0.7502674,0.009004433,0.515916,0.1794416,19.9276,1.556882,19.9151,-1.458837E-08
25.42874,-21.56996,0.7503148,0.009803655,0.561708,0.1953422,19.92481,1.561682,19.91131,-1.447757E-08
25.43873,-21.57474,0.7503658,0.0105997,0.6073183,0.2111753,19.92201,1.566426,19.90753,-1.436741E-08
25.44873,-21.5795,0.7504204,0.01139258,0.6527468,0.2269407,19.91918,1.571114,19.90374,-1.425789E-08
25.45873,-21.58423,0.7504786,0.01218229,0.6979936,0.2426384,19.91633,1.575749,19.89996,-1.414901E-08
25.46873,-21.58895,0.7505403,0.0129685,0.7430406,0.2582623,19.91346,1.580323,19.89618,-1.404076E-08
25.47873,-21.59365,0.7506054,0.01375155,0.7879059,0.2738185,19.91057,1.584844,19.8924,-1.393313E-08
25.48873,-21.59833,0.7506739,0.01453143,0.8325894,0.2893072,19.90767,1.589314,19.88862,-1.382613E-08
25.49872,-21.60299,0.7507458,0.01530782,0.8770732,0.304722,19.90474,1.593725,19.88485,-1.371975E-08
25.50872,-21.60762,0.7508211,0.01608104,0.9213755,0.3200691,19.9018,1.598086,19.88108,-1.361399E-08
25.51872,-21.61224,0.7508995,0.01685077,0.9654778,0.3353425,19.89884,1.602391,19.87732,-1.350884E-08
25.52872,-21.61684,0.7509812,0.01761733,1.009399,0.3505483,19.89586,1.606647,19.87355,-1.34043E-08
25.53872,-21.62142,0.751066,0.01838041,1.05312,0.3656803,19.89287,1.610848,19.8698,-1.330037E-08
25.54872,-21.62598,0.7511539,0.01914032,1.096659,0.3807448,19.88986,1.615001,19.86604,-1.319704E-08
25.55871,-21.63051,0.751245,0.01989674,1.139999,0.3957355,19.88684,1.619101,19.8623,-1.309432E-08
25.56871,-21.63503,0.751339,0.02064968,1.183139,0.4106524,19.8838,1.623149,19.85855,-1.299219E-08
25.57871,-21.63953,0.7514361,0.02139945,1.226098,0.425502,19.88075,1.62715,19.85482,-1.289065E-08
25.58871,-21.644,0.7515361,0.02214573,1.268857,0.4402778,19.87768,1.631101,19.85109,-1.27897E-08
25.59871,-21.64846,0.7516389,0.02288853,1.311416,0.4549799,19.8746,1.635002,19.84736,-1.268934E-08
25.60871,-21.6529,0.7517447,0.02362817,1.353794,0.4696147,19.87151,1.638859,19.84364,-1.258956E-08
25.6187,-21.65731,0.7518532,0.02436431,1.395972,0.4841758,19.8684,1.642666,19.83993,-1.249036E-08
25.6287,-21.66171,0.7519645,0.02509698,1.437951,0.4986633,19.86528,1.646426,19.83623,-1.239173E-08
25.6387,-21.66608,0.7520785,0.02582616,1.47973,0.5130772,19.86215,1.650137,19.83253,-1.229368E-08
25.6487,-21.67043,0.7521951,0.02655218,1.521328,0.5274239,19.85901,1.653808,19.82884,-1.219619E-08
25.6587,-21.67477,0.7523143,0.02727471,1.562726,0.5416971,19.85586,1.657432,19.82516,-1.209927E-08
25.6687,-21.67908,0.7524361,0.02799376,1.603924,0.5558967,19.85269,1.661011,19.82148,-1.20029E-08
25.67869,-21.68337,0.7525604,0.02870933,1.644923,0.5700229,19.84952,1.664544,19.81782,-1.19071E-08
25.68869,-21.68764,0.7526872,0.02942141,1.685723,0.5840757,19.84634,1.668032,19.81416,-1.181184E-08
25.69869,-21.69189,0.7528164,0.03013001,1.726322,0.5980551,19.84314,1.671477,19.81051,-1.171714E-08
25.70869,-21.69612,0.752948,0.03083513,1.766723,0.6119611,19.83994,1.674878,19.80687,-1.162298E-08
25.71869,-21.70033,0.753082,0.03153676,1.806923,0.6257939,19.83673,1.678237,19.80324,-1.152937E-08
25.72869,-21.70452,0.7532182,0.03223491,1.846925,0.6395532,19.83352,1.681553,19.79962,-1.143629E-08
25.73868,-21.70868,0.7533566,0.03292958,1.886726,0.6532394,19.83029,1.684828,19.79601,-1.134375E-08
25.74868,-21.71283,0.7534973,0.03362077,1.926328,0.6668524,19.82706,1.688061,19.79241,-1.125174E-08
25.75868,-21.71695,0.7536401,0.03430848,1.965731,0.6803922,19.82382,1.691255,19.78882,-1.116025E-08
25.76868,-21.72105,0.7537851,0.0349927,2.004934,0.6938589,19.82058,1.694409,19.78524,-1.106929E-08
25.77868,-21.72513,0.7539321,0.03567344,2.043938,0.7072524,19.81733,1.697523,19.78167,-1.097885E-08
25.78868,-21.72919,0.7540811,0.0363507,2.082742,0.7205728,19.81407,1.700599,19.77811,-1.088893E-08
25.79867,-21.73323,0.754232,0.03702448,2.121346,0.7338203,19.81081,1.703636,19.77456,-1.079951E-08
25.80867,-21.73725,0.754385,0.03769477,2.159751,0.7469949,19.80755,1.706636,19.77102,-1.071061E-08
25.81867,-21.74125,0.7545398,0.03836127,2.197939,0.7600901,19.80428,1.709593,19.7675,-1.062221E-08
25.82867,-21.74522,0.7546964,0.03902428,2.235927,0.7731125,19.801,1.712513,19.76398,-1.053431E-08
25.83867,-21.74918,0.7548549,0.03968382,2.273715,0.7860621,19.79773,1.715397,19.76048,-1.044691E-08
25.84867,-21.75311,0.7550151,0.04033987,2.311304,0.7989388,19.79445,1.718246,19.75699,-1.036001E-08
25.85866,-21.75702,0.7551771,0.04099212,2.348675,0.8117365,19.79117,1.721054,19.75352,-1.027359E-08
25.86866,-21.76091,0.7553407,0.04164089,2.385847,0.8244615,19.78788,1.723827,19.75005,-1.018767E-08
25.87866,-21.76478,0.7555059,0.04228617,2.422819,0.8371138,19.7846,1.726566,19.7466,-1.010222E-08
25.88866,-21.76863,0.7556728,0.04292798,2.459592,0.8496935,19.78131,1.729272,19.74316,-1.001726E-08
25.89866,-21.77245,0.7558411,0.04356598,2.496147,0.8621944,19.77802,1.731939,19.73974,-9.932765E-09
25.90866,-21.77625,0.7560109,0.04420051,2.532502,0.8746226,19.77473,1.734573,19.73632,-9.848748E-09
25.91865,-21.78004,0.7561822,0.04483154,2.568658,0.8869784,19.77144,1.737176,19.73292,-9.765199E-09
25.92865,-21.78379,0.7563549,0.04545879,2.604597,0.8992556,19.76815,1.739741,19.72954,-9.682114E-09
25.93865,-21.78753,0.756529,0.04608255,2.640335,0.9114603,19.76486,1.742275,19.72617,-9.599491E-09
25.94865,-21.79125,0.7567044,0.0467025,2.675856,0.9235864,19.76157,1.744772,19.72281,-9.517324E-09
25.95865,-21.79494,0.7568811,0.04731898,2.711178,0.9356403,19.75828,1.747239,19.71947,-9.435612E-09
25.96865,-21.79861,0.757059,0.04793166,2.746282,0.9476156,19.755,1.749671,19.71614,-9.35435E-09
25.97864,-21.80227,0.7572381,0.04854085,2.781186,0.9595188,19.75171,1.752073,19.71282,-9.273536E-09
25.98864,-21.80589,0.7574185,0.04914624,2.815872,0.9713435,19.74843,1.75444,19.70953,-9.193164E-09
25.99864,-21.8095,0.7575999,0.04974815,2.850359,0.9830961,19.74516,1.75678,19.70624,-9.113233E-09
26.00864,-21.81308,0.7577824,0.05034626,2.884628,0.9947705,19.74188,1.759085,19.70297,-9.033737E-09
26.01864,-21.81665,0.7579659,0.05094089,2.918698,1.006373,19.73861,1.761363,19.69971,-8.954674E-09
26.02864,-21.82019,0.7581505,0.05153171,2.95255,1.017897,19.73534,1.763608,19.69648,-8.876039E-09
26.03863,-21.82371,0.7583359,0.05211906,2.986202,1.029349,19.73207,1.765826,19.69325,-8.79783E-09
26.04863,-21.8272,0.7585223,0.0527026,3.019636,1.040723,19.72881,1.768013,19.69004,-8.720042E-09
26.05863,-21.83068,0.7587096,0.05328265,3.052871,1.052026,19.72556,1.770173,19.68685,-8.642671E-09
26.06863,-21.83413,0.7588977,0.05385891,3.085888,1.06325,19.72231,1.772302,19.68367,-8.565717E-09
26.07863,-21.83756,0.7590866,0.05443136,3.118687,1.074397,19.71906,1.774401,19.68051,-8.489174E-09
26.08862,-21.84097,0.7592763,0.05500033,3.151287,1.085472,19.71582,1.776474,19.67737,-8.413038E-09
26.09862,-21.84435,0.7594666,0.0555655,3.183669,1.096469,19.71259,1.778518,19.67424,-8.337306E-09
26.10862,-21.84772,0.7596577,0.05612719,3.215851,1.107394,19.70936,1.780538,19.67113,-8.261977E-09
26.11862,-21.85106,0.7598494,0.05668507,3.247815,1.118242,19.70614,1.782529,19.66803,-8.187042E-09
26.12862,-21.85438,0.7600417,0.05723915,3.279562,1.129012,19.70293,1.78449,19.66495,-8.112503E-09
26.13862,-21.85767,0.7602345,0.05778942,3.31109,1.139705,19.69972,1.786423,19.66189,-8.038352E-09
26.14861,-21.86095,0.7604279,0.05833621,3.342419,1.150326,19.69653,1.788334,19.65885,-7.96459E-09
26.15861,-21.8642,0.7606218,0.0588792,3.37353,1.16087,19.69333,1.790217,19.65582,-7.891213E-09
26.16861,-21.86743,0.7608161,0.05941838,3.404423,1.171336,19.69015,1.792073,19.65281,-7.818213E-09
26.17861,-21.87064,0.7610108,0.05995439,3.435134,1.181751,19.6872,1.794917,19.65001,8.673824E-09
26.18861,-21.87383,0.7612059,0.06048692,3.465645,1.192088,19.68416,1.797304,19.64714,1.658477E-08
26.19861,-21.877,0.7614014,0.06101565,3.495939,1.202342,19.68102,1.79915,19.64418,1.711692E-08
26.2086,-21.88014,0.7615971,0.06154089,3.526033,1.212525,19.67787,1.800939,19.64124,1.714334E-08
26.2186,-21.88327,0.7617931,0.06206296,3.555945,1.222669,19.67517,1.804658,19.63869,1.937306E-08
26.2286,-21.88637,0.7619893,0.06258153,3.585658,1.232723,19.67215,1.806902,19.63587,1.93349E-08
26.2386,-21.88946,0.7621858,0.06309663,3.61517,1.242699,19.66903,1.808635,19.63298,1.915532E-08
26.2486,-21.89252,0.7623823,0.06360792,3.644465,1.252598,19.66592,1.81032,19.6301,1.897302E-08
26.2586,-21.89556,0.7625791,0.0641154,3.673542,1.26242,19.66282,1.811968,19.62724,1.879127E-08
26.26859,-21.89857,0.7627759,0.06461907,3.7024,1.272164,19.65973,1.813592,19.62439,1.86104E-08
26.27859,-21.90156,0.7629728,0.06511895,3.731041,1.281832,19.65665,1.815192,19.62157,1.843043E-08
26.28859,-21.90453,0.7631696,0.06561501,3.759463,1.291424,19.65358,1.816768,19.61876,1.825133E-08
26.29859,-21.90748,0.7633665,0.06610759,3.787686,1.300944,19.65052,1.818328,19.61597,1.807311E-08
26.30859,-21.91041,0.7635633,0.06659635,3.81569,1.310388,19.64748,1.819864,19.6132,1.789576E-08
26.31859,-21.91331,0.7637601,0.06708132,3.843476,1.319756,19.64445,1.821378,19.61045,1.771925E-08
26.32858,-21.91619,0.7639567,0.06756247,3.871044,1.329046,19.64143,1.822869,19.60772,1.75436E-08
26.33858,-21.91905,0.7641532,0.06803982,3.898395,1.338261,19.63842,1.824339,19.605,1.736878E-08
26.34858,-21.92188,0.7643495,0.06851336,3.925526,1.347398,19.63543,1.825787,19.60231,1.719479E-08
26.35858,-21.92469,0.7645455,0.06898309,3.95244,1.35646,19.63246,1.827213,19.59963,1.702163E-08
26.36858,-21.92748,0.7647413,0.06944901,3.979136,1.365445,19.62949,1.828618,19.59698,1.684928E-08
26.37858,-21.93025,0.7649368,0.06991113,4.005613,1.374354,19.62654,1.830003,19.59434,1.667773E-08
26.38857,-21.93299,0.765132,0.07036943,4.031871,1.383186,19.62361,1.831366,19.59172,1.650698E-08
26.39857,-21.93571,0.7653269,0.07082393,4.057912,1.391943,19.62069,1.83271,19.58913,1.633703E-08
26.40857,-21.93841,0.7655213,0.07127461,4.083734,1.400623,19.61779,1.834034,19.58655,1.616785E-08
26.41857,-21.94108,0.7657153,0.07172149,4.109338,1.409227,19.6149,1.835338,19.58399,1.599945E-08
26.42857,-21.94373,0.7659089,0.07216456,4.134725,1.417755,19.61203,1.836622,19.58145,1.583182E-08
26.43857,-21.94636,0.766102,0.07260381,4.159892,1.426208,19.60917,1.837888,19.57894,1.566493E-08
26.44856,-21.94897,0.7662946,0.07303926,4.184841,1.434584,19.60633,1.839134,19.57644,1.549881E-08
26.45856,-21.95155,0.7664866,0.0734709,4.209572,1.442885,19.60351,1.840362,19.57396,1.533342E-08
26.46856,-21.95411,0.7666781,0.07389872,4.234085,1.451109,19.6007,1.841572,19.5715,1.516877E-08
26.47856,-21.95665,0.7668689,0.07432273,4.258379,1.459258,19.59791,1.842763,19.56906,1.500485E-08
26.48856,-21.95916,0.7670592,0.07474293,4.282454,1.467331,19.59514,1.843937,19.56665,1.484164E-08
26.49856,-21.96165,0.7672487,0.07515932,4.306312,1.475329,19.59238,1.845093,19.56425,1.467914E-08
26.50855,-21.96412,0.7674376,0.07557189,4.329951,1.483251,19.58964,1.846231,19.56187,1.451735E-08
26.51855,-21.96656,0.7676257,0.07598066,4.353371,1.491098,19.58692,1.847353,19.55951,1.435625E-08
26.52855,-21.96899,0.7678131,0.07638561,4.376573,1.498869,19.58422,1.848457,19.55718,1.419583E-08
26.53855,-21.97139,0.7679998,0.07678674,4.399556,1.506565,19.58154,1.849545,19.55486,1.40361E-08
26.54855,-21.97376,0.7681856,0.07718407,4.422321,1.514185,19.57887,1.850617,19.55257,1.387704E-08
26.55855,-21.97612,0.7683705,0.07757758,4.444868,1.52173,19.57623,1.851672,19.55029,1.371864E-08
26.56854,-21.97845,0.7685546,0.07796727,4.467196,1.5292,19.5736,1.852711,19.54804,1.35609E-08
26.57854,-21.98075,0.7687377,0.07835314,4.489305,1.536594,19.57099,1.853735,19.54581,1.340381E-08
26.58854,-21.98304,0.76892,0.07873489,4.511177,1.543907,19.5684,1.854737,19.5436,1.324736E-08
26.59854,-21.9853,0.7691013,0.07911282,4.532831,1.551146,19.56583,1.855723,19.54141,1.309154E-08
26.60854,-21.98754,0.7692816,0.07948694,4.554266,1.558309,19.56328,1.856695,19.53924,1.293636E-08
26.61854,-21.98975,0.7694609,0.07985724,4.575483,1.565397,19.56075,1.857652,19.53709,1.278179E-08
26.62853,-21.99194,0.7696391,0.08022372,4.596481,1.57241,19.55824,1.858594,19.53497,1.262783E-08
26.63853,-21.99411,0.7698163,0.0805864,4.61726,1.579348,19.55576,1.859521,19.53286,1.247447E-08
26.64853,-21.99626,0.7699925,0.08094525,4.637821,1.586212,19.55329,1.860435,19.53077,1.232172E-08
26.65853,-21.99838,0.7701675,0.08129996,4.658144,1.592994,19.55084,1.861328,19.52871,1.216955E-08
26.66853,-22.00047,0.7703413,0.08165086,4.67825,1.599702,19.54842,1.862207,19.52667,1.201797E-08
26.67853,-22.00255,0.770514,0.08199795,4.698136,1.606335,19.54601,1.863073,19.52465,1.186696E-08
26.68852,-22.0046,0.7706855,0.08234121,4.717804,1.612893,19.54363,1.863925,19.52265,1.171652E-08
26.69852,-22.00663,0.7708558,0.08268065,4.737252,1.619377,19.54127,1.864764,19.52067,1.156664E-08
26.70852,-22.00864,0.7710248,0.08301628,4.756482,1.625786,19.53893,1.865589,19.51872,1.141731E-08
26.71852,-22.01062,0.7711926,0.08334777,4.775476,1.632114,19.53661,1.866396,19.51678,1.126853E-08
26.72852,-22.01258,0.7713591,0.08367544,4.79425,1.638368,19.53432,1.86719,19.51487,1.112029E-08
26.73852,-22.01451,0.7715243,0.08399929,4.812805,1.644548,19.53205,1.867972,19.51298,1.097258E-08
26.74851,-22.01643,0.7716881,0.08431932,4.831141,1.650653,19.5298,1.868741,19.51112,1.08254E-08
26.75851,-22.01832,0.7718506,0.08463553,4.849259,1.656684,19.52757,1.869498,19.50927,1.067874E-08
26.76851,-22.02018,0.7720116,0.08494761,4.867139,1.662634,19.52537,1.870237,19.50744,1.053258E-08
26.77851,-22.02203,0.7721713,0.08525586,4.884801,1.668511,19.52319,1.870964,19.50564,1.038693E-08
26.78851,-22.02385,0.7723296,0.08556029,4.902244,1.674312,19.52103,1.871679,19.50386,1.024178E-08
26.79851,-22.02564,0.7724864,0.0858609,4.919467,1.68004,19.51889,1.872382,19.5021,1.009712E-08
26.8085,-22.02741,0.7726417,0.08615737,4.936454,1.685688,19.51678,1.873069,19.50037,9.952942E-09
26.8185,-22.02916,0.7727956,0.08645003,4.953222,1.691262,19.5147,1.873744,19.49865,9.80924E-09
26.8285,-22.03089,0.7729478,0.08673885,4.96977,1.696761,19.51264,1.874408,19.49696,9.666006E-09
26.8385,-22.03259,0.7730986,0.08702386,4.9861,1.702187,19.5106,1.875061,19.49529,9.523236E-09
26.8485,-22.03427,0.7732478,0.08730473,5.002192,1.707532,19.50859,1.875697,19.49364,9.380921E-09
26.8585,-22.03593,0.7733954,0.08758177,5.018066,1.712804,19.5066,1.876323,19.49202,9.239055E-09
26.86849,-22.03756,0.7735415,0.08785499,5.03372,1.718002,19.50463,1.876938,19.49042,9.097633E-09
26.87849,-22.03917,0.7736859,0.08812439,5.049155,1.723126,19.50269,1.877543,19.48883,8.956644E-09
26.88849,-22.04075,0.7738286,0.08838964,5.064353,1.72817,19.50078,1.878131,19.48728,8.816087E-09
26.89849,-22.04232,0.7739697,0.08865107,5.079332,1.73314,19.49889,1.87871,19.48574,8.675949E-09
26.90849,-22.04386,0.7741091,0.08890867,5.094092,1.738037,19.49703,1.879278,19.48423,8.536228E-09
26.91849,-22.04537,0.7742469,0.08916245,5.108632,1.74286,19.49519,1.879837,19.48274,8.396914E-09
26.92848,-22.04686,0.7743829,0.0894121,5.122936,1.747603,19.49337,1.88038,19.48127,8.258004E-09
26.93848,-22.04833,0.7745172,0.08965791,5.13702,1.752273,19.49159,1.880914,19.47982,8.119488E-09
26.94848,-22.04978,0.7746497,0.0898999,5.150885,1.756869,19.48982,1.881438,19.4784,7.98136E-09
26.95848,-22.0512,0.7747805,0.09013774,5.164512,1.761385,19.48809,1.881947,19.477,7.843616E-09
26.96848,-22.0526,0.7749095,0.09037177,5.177921,1.765828,19.48638,1.882447,19.47562,7.706246E-09
26.97848,-22.05397,0.7750367,0.09060197,5.19111,1.770198,19.4847,1.882937,19.47427,7.569246E-09
26.98847,-22.05532,0.775162,0.09082802,5.204062,1.774488,19.48304,1.883413,19.47293,7.432608E-09
26.99847,-22.05665,0.7752855,0.09105024,5.216794,1.778705,19.48141,1.88388,19.47163,7.296329E-09
27.00847,-22.05795,0.7754072,0.09126864,5.229308,1.782848,19.4798,1.884338,19.47034,7.160397E-09
27.01847,-22.05924,0.775527,0.0914832,5.241601,1.786918,19.47823,1.884788,19.46907,7.024809E-09
27.02847,-22.06049,0.7756449,0.09169362,5.253658,1.790909,19.47668,1.885223,19.46783,6.889557E-09
27.03847,-22.06173,0.7757609,0.09190022,5.265495,1.794827,19.47515,1.88565,19.46661,6.754636E-09
27.04846,-22.06294,0.775875,0.092103,5.277113,1.798671,19.47366,1.886069,19.46542,6.620038E-09
27.05846,-22.06413,0.7759871,0.09230161,5.288493,1.802436,19.47219,1.886473,19.46425,6.485758E-09
27.06846,-22.06529,0.7760974,0.09249641,5.299654,1.806128,19.47075,1.886869,19.4631,6.351789E-09
27.07846,-22.06643,0.7762056,0.09268738,5.310596,1.809747,19.46933,1.887257,19.46197,6.218125E-09
27.08846,-22.06754,0.7763119,0.0928742,5.3213,1.813286,19.46794,1.887632,19.46087,6.084758E-09
27.09846,-22.06864,0.7764161,0.09305719,5.331784,1.816753,19.46658,1.887998,19.45978,5.951685E-09
27.10845,-22.06971,0.7765184,0.09323636,5.34205,1.820146,19.46525,1.888357,19.45873,5.818896E-09
27.11845,-22.07075,0.7766187,0.09341137,5.352077,1.823461,19.46395,1.888703,19.45769,5.686386E-09
27.12845,-22.07178,0.7767169,0.09358256,5.361886,1.826702,19.46267,1.88904,19.45668,5.55415E-09
27.13845,-22.07277,0.7768131,0.09374992,5.371475,1.829871,19.46142,1.889371,19.45569,5.422181E-09
27.14845,-22.07375,0.7769072,0.09391312,5.380826,1.83296,19.4602,1.889688,19.45473,5.290472E-09
27.15845,-22.0747,0.7769993,0.09407251,5.389958,1.835977,19.45901,1.889997,19.45378,5.159018E-09
27.16844,-22.07563,0.7770893,0.09422774,5.398852,1.838915,19.45785,1.890294,19.45286,5.027812E-09
27.17844,-22.07653,0.7771772,0.09437915,5.407527,1.84178,19.45671,1.890583,19.45197,4.896848E-09
27.18844,-22.07741,0.777263,0.09452672,5.415982,1.844572,19.45561,1.890865,19.4511,4.76612E-09
27.19844,-22.07827,0.7773467,0.09467014,5.4242,1.847285,19.45453,1.891135,19.45025,4.635622E-09
27.20844,-22.0791,0.7774282,0.09480973,5.432198,1.849925,19.45348,1.891397,19.44942,4.505347E-09
27.21844,-22.07991,0.7775077,0.0949455,5.439976,1.852493,19.45246,1.891653,19.44862,4.375289E-09
27.22843,-22.0807,0.777585,0.09507711,5.447517,1.854982,19.45147,1.891895,19.44784,4.245444E-09
27.23843,-22.08146,0.7776601,0.0952049,5.454839,1.857398,19.4505,1.892131,19.44708,4.115802E-09
27.24843,-22.0822,0.7777331,0.09532884,5.46194,1.859741,19.44957,1.892361,19.44635,3.986361E-09
27.25843,-22.08292,0.7778039,0.09544864,5.468804,1.862006,19.44866,1.892578,19.44563,3.857112E-09
27.26843,-22.08361,0.7778725,0.09556461,5.475449,1.864198,19.44778,1.892788,19.44495,3.728049E-09
27.27843,-22.08428,0.777939,0.09567643,5.481855,1.866312,19.44694,1.892985,19.44428,3.599167E-09
27.28842,-22.08492,0.7780032,0.09578442,5.488043,1.868352,19.44612,1.893177,19.44364,3.470461E-09
27.29842,-22.08554,0.7780653,0.09588857,5.49401,1.870321,19.44533,1.893362,19.44303,3.341922E-09
27.30842,-22.08614,0.7781251,0.09598859,5.499741,1.87221,19.44457,1.893534,19.44243,3.213546E-09
27.31842,-22.08672,0.7781827,0.09608475,5.505251,1.874027,19.44384,1.8937,19.44186,3.085326E-09
27.32842,-22.08727,0.7782381,0.09617709,5.510541,1.875772,19.44314,1.893861,19.44132,2.957257E-09
27.33842,-22.08779,0.7782912,0.09626529,5.515594,1.877437,19.44246,1.894009,19.44079,2.829332E-09
27.34841,-22.0883,0.7783421,0.09634964,5.520428,1.879031,19.44182,1.89415,19.44029,2.701545E-09
27.35841,-22.08878,0.7783908,0.09642985,5.525023,1.880545,19.44121,1.89428,19.43982,2.573892E-09
27.36841,-22.08923,0.7784372,0.09650622,5.529399,1.881988,19.44063,1.894403,19.43936,2.446364E-09
27.37841,-22.08966,0.7784814,0.09657877,5.533556,1.883358,19.44007,1.894521,19.43893,2.318957E-09
27.38841,-22.09007,0.7785233,0.09664716,5.537474,1.884649,19.43955,1.894626,19.43853,2.191664E-09
27.39841,-22.09046,0.7785629,0.09671172,5.541173,1.885867,19.43905,1.894726,19.43814,2.06448E-09
27.4084,-22.09082,0.7786003,0.09677244,5.544652,1.887014,19.43859,1.894819,19.43778,1.937399E-09
27.4184,-22.09116,0.7786353,0.09682901,5.547894,1.888082,19.43815,1.894901,19.43744,1.810414E-09
27.4284,-22.09147,0.7786681,0.09688175,5.550915,1.889077,19.43775,1.894976,19.43713,1.68352E-09
27.4384,-22.09176,0.7786986,0.09693034,5.553699,1.889994,19.43737,1.89504,19.43684,1.556711E-09
27.4484,-22.09203,0.7787268,0.09697509,5.556263,1.890838,19.43703,1.895098,19.43657,1.429981E-09
27.4584,-22.09227,0.7787527,0.09701601,5.558608,1.891611,19.43671,1.89515,19.43633,1.303325E-09
27.46839,-22.09249,0.7787763,0.09705278,5.560715,1.892304,19.43642,1.89519,19.43611,1.176735E-09
27.47839,-22.09269,0.7787977,0.09708572,5.562602,1.892925,19.43617,1.895225,19.43592,1.050209E-09
27.48839,-22.09286,0.7788167,0.0971145,5.564251,1.893468,19.43594,1.895247,19.43575,9.237384E-10
27.49839,-22.09301,0.7788334,0.09713946,5.565681,1.893939,19.43575,1.895264,19.4356,7.973198E-10
27.50839,-22.09314,0.7788478,0.09716057,5.566891,1.894337,19.43558,1.895275,19.43547,6.709485E-10
27.51838,-22.09324,0.7788599,0.09717754,5.567863,1.894656,19.43544,1.895275,19.43537,5.446211E-10
27.52838,-22.09332,0.7788697,0.09719067,5.568615,1.894903,19.43534,1.895268,19.43529,4.183389E-10
27.53838,-22.09337,0.7788772,0.09719997,5.569148,1.895078,19.43526,1.895256,19.43523,2.921132E-10
27.54838,-22.0934,0.7788824,0.09720512,5.569443,1.895175,19.43521,1.895232,19.4352,1.660104E-10
27.55838,-22.09341,0.7788852,0.09720643,5.569518,1.895199,19.43519,1.895202,19.43519,4.099352E-11
27.56838,-22.09339,0.7788858,0.09720359,5.569355,1.895144,19.43521,1.895128,19.43521,8.765883E-11
27.57837,-22.09335,0.7788841,0.09719691,5.568973,1.895018,19.43525,1.894922,19.43526,2.134572E-10
27.58837,-22.09329,0.77888,0.09718641,5.568371,1.894819,19.43532,1.894577,19.43534,3.395631E-10
27.59837,-22.0932,0.7788736,0.09717175,5.567531,1.894541,19.43543,1.894087,19.43546,4.656908E-10
27.60837,-22.09309,0.7788649,0.09715325,5.566472,1.894191,19.43556,1.893458,19.43562,5.91784E-10
27.61837,-22.09295,0.778854,0.09713061,5.565174,1.893763,19.43572,1.892684,19.43581,7.178146E-10
27.62837,-22.0928,0.7788407,0.09710413,5.563657,1.893262,19.43591,1.891771,19.43604,8.437616E-10
27.63836,-22.09262,0.7788251,0.09707382,5.56192,1.892689,19.43614,1.89072,19.43631,9.696063E-10
27.64836,-22.09241,0.7788072,0.09703936,5.559946,1.892037,19.43639,1.889524,19.43661,1.095331E-09
27.65836,-22.09218,0.7787871,0.09700107,5.557752,1.891313,19.43667,1.88819,19.43694,1.22092E-09
27.66836,-22.09193,0.7787646,0.09695894,5.555338,1.890517,19.43698,1.886718,19.43732,1.346355E-09
27.67836,-22.09165,0.7787399,0.09691265,5.552686,1.889642,19.43732,1.885102,19.43773,1.471621E-09
27.68836,-22.09135,0.7787129,0.09686253,5.549814,1.888695,19.43769,1.883348,19.43818,1.596701E-09
27.69835,-22.09103,0.7786836,0.09680859,5.546724,1.887675,19.43809,1.881456,19.43866,1.721579E-09
27.70835,-22.09068,0.7786521,0.09675049,5.543395,1.886577,19.43852,1.879422,19.43917,1.846239E-09
27.71835,-22.09031,0.7786183,0.09668855,5.539846,1.885406,19.43898,1.87725,19.43973,1.970664E-09
27.72835,-22.08992,0.7785822,0.09662279,5.536078,1.884163,19.43947,1.874941,19.44031,2.09484E-09
27.73835,-22.0895,0.7785439,0.09655319,5.53209,1.882847,19.43998,1.872496,19.44094,2.218751E-09
27.74835,-22.08906,0.7785034,0.09647944,5.527864,1.881453,19.44053,1.869909,19.44159,2.34238E-09
