cubeJuliaTimeStep, cubeRomeo.position.x, cubeRomeo.velocity.x,cubeRomeo.mass, cubeRomeoImpulse, cubeRomeoKinetic, cubeJulia.position.x, cubeJulia.velocity.x,cubeJulia.mass, cubeJuliaImpulse, velocityEnd, cubeKineticEnd, forceOnJulia, GesamtImpluls, ImpulsCheck }
18.88024,-13.76782,-1.019984,2,2.039968,1.040367,-15.26865,-1.019984,2,2.039968,1.019984,2.080735,3.059952,4.079936,4.079936
18.90024,-13.78822,-1.019986,2,2.039971,1.040371,-15.28905,-1.019986,2,2.039971,1.019986,2.080741,3.059957,4.079942,4.079942
18.92024,-13.80862,-1.019986,2,2.039973,1.040372,-15.30945,-1.019986,2,2.039973,1.019986,2.080745,3.059959,4.079946,4.079946
18.94024,-13.82902,-1.019988,2,2.039977,1.040376,-15.32985,-1.019989,2,2.039977,1.019989,2.080753,3.059966,4.079954,4.079954
18.96024,-13.84942,-1.019991,2,2.039982,1.040382,-15.35025,-1.019991,2,2.039982,1.019991,2.080763,3.059973,4.079964,4.079964
18.98024,-13.86982,-1.019994,2,2.039988,1.040388,-15.37064,-1.019994,2,2.039989,1.019994,2.080777,3.059983,4.079977,4.079977
19.00024,-13.89022,-1.019997,2,2.039994,1.040394,-15.39104,-1.019997,2,2.039994,1.019997,2.080788,3.059991,4.079988,4.079988
19.02024,-13.91062,-1.020002,2,2.040004,1.040404,-15.41144,-1.020002,2,2.040004,1.020002,2.080809,3.060006,4.080009,4.080009
19.04025,-13.93102,-1.020008,2,2.040017,1.040417,-15.43185,-1.020008,2,2.040016,1.020008,2.080834,3.060025,4.080033,4.080033
19.06025,-13.95142,-1.020016,2,2.040032,1.040432,-15.45225,-1.020016,2,2.040032,1.020016,2.080865,3.060048,4.080063,4.080063
19.08025,-13.97182,-1.020025,2,2.04005,1.040451,-15.47265,-1.020025,2,2.04005,1.020025,2.080903,3.060075,4.080101,4.080101
19.10025,-13.99222,-1.020034,2,2.040067,1.040469,-15.49305,-1.020034,2,2.040067,1.020034,2.080937,3.060101,4.080134,4.080134
19.12025,-14.01262,-1.020044,2,2.040087,1.040489,-15.51345,-1.020044,2,2.040087,1.020044,2.080978,3.060131,4.080175,4.080175
19.14025,-14.03302,-1.02006,2,2.040119,1.040522,-15.53385,-1.02006,2,2.040119,1.02006,2.081044,3.060179,4.080239,4.080239
19.16025,-14.05342,-1.020078,2,2.040157,1.04056,-15.55425,-1.020078,2,2.040157,1.020078,2.08112,3.060235,4.080314,4.080314
19.18025,-14.07382,-1.0201,2,2.0402,1.040604,-15.57465,-1.0201,2,2.0402,1.0201,2.081208,3.0603,4.0804,4.0804
19.20025,-14.09423,-1.020118,2,2.040237,1.040642,-15.59506,-1.020118,2,2.040237,1.020118,2.081283,3.060355,4.080474,4.080474
19.22025,-14.11463,-1.020133,2,2.040265,1.04067,-15.61546,-1.020132,2,2.040264,1.020132,2.08134,3.060397,4.080529,4.080529
19.24025,-14.13503,-1.020156,2,2.040312,1.040718,-15.63586,-1.020156,2,2.040311,1.020156,2.081436,3.060467,4.080624,4.080624
19.26025,-14.15544,-1.020175,2,2.040349,1.040756,-15.65626,-1.020174,2,2.040348,1.020174,2.081511,3.060523,4.080697,4.080697
19.28025,-14.17584,-1.02021,2,2.040419,1.040828,-15.67667,-1.020208,2,2.040417,1.020209,2.081653,3.060626,4.080836,4.080836
19.30025,-14.19624,-1.02025,2,2.0405,1.04091,-15.69707,-1.020249,2,2.040498,1.02025,2.081819,3.060748,4.080998,4.080998
19.32025,-14.21665,-1.02028,2,2.040561,1.040972,-15.71748,-1.020279,2,2.040558,1.02028,2.081942,3.060839,4.08112,4.08112
19.34025,-14.23706,-1.020313,2,2.040627,1.041039,-15.73788,-1.020312,2,2.040624,1.020313,2.082076,3.060937,4.081251,4.081251
19.36025,-14.25746,-1.020366,2,2.040733,1.041147,-15.75829,-1.020364,2,2.040729,1.020365,2.082291,3.061095,4.081461,4.081461
19.38025,-14.27787,-1.020423,2,2.040845,1.041262,-15.7787,-1.020421,2,2.040841,1.020422,2.08252,3.061264,4.081686,4.081686
19.40025,-14.29828,-1.020482,2,2.040964,1.041383,-15.79911,-1.02048,2,2.04096,1.020481,2.082762,3.061441,4.081923,4.081923
19.42025,-14.31869,-1.020523,2,2.041047,1.041468,-15.81952,-1.020521,2,2.041043,1.020522,2.082932,3.061566,4.082089,4.082089
19.44025,-14.3391,-1.020567,2,2.041134,1.041557,-15.83993,-1.020565,2,2.041129,1.020566,2.083109,3.061696,4.082263,4.082263
19.46025,-14.35952,-1.020635,2,2.041269,1.041695,-15.86034,-1.020632,2,2.041263,1.020633,2.083384,3.061898,4.082532,4.082532
19.48026,-14.37993,-1.020681,2,2.041362,1.041789,-15.88076,-1.020678,2,2.041357,1.020679,2.083573,3.062037,4.082718,4.082718
19.50026,-14.40034,-1.020729,2,2.041457,1.041887,-15.90117,-1.020726,2,2.041452,1.020727,2.083768,3.062181,4.082909,4.082909
19.52026,-14.42076,-1.020826,2,2.041652,1.042086,-15.92159,-1.020822,2,2.041645,1.020824,2.084165,3.062471,4.083297,4.083297
19.54026,-14.44118,-1.020933,2,2.041867,1.042305,-15.94201,-1.02093,2,2.041861,1.020932,2.084604,3.062794,4.083727,4.083727
19.56026,-14.4616,-1.02096,2,2.041921,1.04236,-15.96243,-1.020923,2,2.041846,1.020942,2.084644,3.062806,4.083767,4.083767
19.58026,-14.48202,-1.020988,2,2.041976,1.042417,-15.98285,-1.02092,2,2.041839,1.020954,2.084694,3.062827,4.083816,4.083816
19.60026,-14.50244,-1.021036,2,2.042073,1.042515,-16.00326,-1.020907,2,2.041814,1.020972,2.084766,3.06285,4.083886,4.083886
19.62026,-14.52287,-1.021206,2,2.042413,1.042862,-16.02368,-1.020879,2,2.041759,1.021043,2.085057,3.062965,4.084171,4.084171
19.64026,-14.5433,-1.021476,2,2.042951,1.043412,-16.0441,-1.020858,2,2.041715,1.021167,2.085562,3.063191,4.084666,4.084666
19.66026,-14.56374,-1.021904,2,2.043809,1.044289,-16.06451,-1.0208,2,2.0416,1.021352,2.086321,3.063505,4.085409,4.085409
19.68026,-14.5842,-1.022801,2,2.045601,1.046121,-16.08492,-1.020935,2,2.041869,1.021868,2.088427,3.06467,4.087471,4.087471
19.70026,-14.60468,-1.023742,2,2.047485,1.048049,-16.10534,-1.020693,2,2.041385,1.022218,2.089857,3.065128,4.08887,4.08887
19.72026,-14.62518,-1.025056,2,2.050112,1.05074,-16.12574,-1.020278,2,2.040556,1.022667,2.091696,3.065612,4.090669,4.090669
19.74026,-14.64575,-1.027659,2,2.055318,1.056083,-16.14614,-1.020445,2,2.040891,1.024052,2.097366,3.06855,4.096209,4.096209
19.76026,-14.66639,-1.031405,2,2.062811,1.063797,-16.16654,-1.020905,2,2.04181,1.026155,2.105989,3.073215,4.104621,4.104621
19.78026,-14.68711,-1.035463,2,2.070925,1.072183,-16.18694,-1.020393,2,2.040786,1.027928,2.113271,3.076249,4.111712,4.111712
19.80026,-14.70794,-1.040511,2,2.081023,1.082664,-16.20731,-1.019517,2,2.039034,1.030014,2.121858,3.079545,4.120057,4.120057
19.82026,-14.7289,-1.04684,2,2.093679,1.095873,-16.22765,-1.018185,2,2.03637,1.032512,2.132163,3.083209,4.130049,4.130049
19.84026,-14.75002,-1.054629,2,2.109257,1.112242,-16.24795,-1.016277,2,2.032554,1.035453,2.144325,3.087183,4.141811,4.141811
19.86026,-14.77134,-1.064083,2,2.128166,1.132273,-16.26818,-1.01365,2,2.027301,1.038867,2.158488,3.091383,4.155467,4.155467
19.88026,-14.7929,-1.075425,2,2.150849,1.156538,-16.28834,-1.010157,2,2.020315,1.042791,2.174827,3.09574,4.171165,4.171165
19.90026,-14.81473,-1.088887,2,2.177774,1.185675,-16.3084,-1.00564,2,2.01128,1.047263,2.193521,3.100167,4.189054,4.189054
19.92027,-14.8369,-1.103314,2,2.206629,1.217303,-16.32838,-1.001274,2,2.002547,1.052294,2.214645,3.105862,4.209176,4.209176
19.94027,-14.85942,-1.120195,2,2.24039,1.254837,-16.34815,-0.9917033,2,1.983407,1.055949,2.230057,3.103602,4.223797,4.223797
19.96027,-14.88232,-1.139517,2,2.279034,1.298499,-16.36766,-0.9800045,2,1.960009,1.059761,2.246186,3.099526,4.239043,4.239043
19.98027,-14.9057,-1.161777,2,2.323553,1.349725,-16.38687,-0.9666064,2,1.933213,1.064192,2.265007,3.09499,4.256766,4.256766
20.00027,-14.9296,-1.188099,2,2.376198,1.411579,-16.40577,-0.9512309,2,1.902462,1.069665,2.288366,3.090561,4.278659,4.278659
20.02027,-14.95409,-1.217399,2,2.434798,1.48206,-16.4243,-0.9336969,2,1.867394,1.075548,2.313607,3.084793,4.302192,4.302192
20.04027,-14.97925,-1.25005,2,2.5001,1.562625,-16.44242,-0.9133976,2,1.826795,1.081724,2.340252,3.076845,4.326895,4.326895
20.06027,-15.00516,-1.28641,2,2.57282,1.654851,-16.46004,-0.8899484,2,1.779897,1.088179,2.368268,3.066307,4.352717,4.352717
20.08027,-15.03189,-1.326721,2,2.653443,1.76019,-16.4771,-0.8632452,2,1.72649,1.094983,2.397977,3.053212,4.379933,4.379933
20.10027,-15.05954,-1.371133,2,2.742266,1.880006,-16.49354,-0.8331808,2,1.666362,1.102157,2.4295,3.037495,4.408628,4.408628
20.12027,-15.08819,-1.419692,2,2.839385,2.015526,-16.50928,-0.799414,2,1.598828,1.109553,2.462216,3.01852,4.438212,4.438212
20.14027,-15.11791,-1.472398,2,2.944797,2.167957,-16.52424,-0.7618837,2,1.523767,1.117141,2.496008,2.996166,4.468564,4.468564
20.16027,-15.1488,-1.529177,2,3.058355,2.338384,-16.53835,-0.7204635,2,1.440927,1.12482,2.530442,2.970104,4.499282,4.499282
20.18027,-15.18092,-1.589818,2,3.179636,2.527521,-16.55152,-0.674999,2,1.349998,1.132408,2.564698,2.939816,4.529634,4.529634
20.20027,-15.21436,-1.65399,2,3.307979,2.735682,-16.56367,-0.6255156,2,1.251031,1.139753,2.598072,2.905021,4.559011,4.559011
20.22027,-15.24916,-1.721257,2,3.442514,2.962726,-16.57473,-0.5720317,2,1.144063,1.146644,2.629587,2.865321,4.586578,4.586578
20.24027,-15.28539,-1.790973,2,3.581946,3.207585,-16.58462,-0.5146198,2,1.02924,1.152797,2.65788,2.820213,4.611186,4.611186
20.26027,-15.32306,-1.862341,2,3.724682,3.468314,-16.59327,-0.4534686,2,0.9069372,1.157905,2.681487,2.769278,4.631619,4.631619
20.28027,-15.36219,-1.934393,2,3.868786,3.741876,-16.6006,-0.388889,2,0.7777779,1.161641,2.698819,2.712171,4.646564,4.646564
20.30027,-15.40277,-2.005911,2,4.011822,4.023678,-16.60656,-0.3211958,2,0.6423916,1.163553,2.707713,2.648303,4.654213,4.654213
20.32027,-15.44477,-2.076001,2,4.152002,4.309781,-16.6111,-0.2511055,2,0.502211,1.163553,2.707713,2.578212,4.654213,4.654213
20.34027,-15.48817,-2.145543,2,4.291086,4.603355,-16.61425,-0.1815635,2,0.363127,1.163553,2.707712,2.50867,4.654213,4.654213
20.36028,-15.53293,-2.213423,2,4.426845,4.89924,-16.61603,-0.1136841,2,0.2273682,1.163553,2.707713,2.440791,4.654213,4.654213
20.38028,-15.57899,-2.278676,2,4.557353,5.192366,-16.61651,-0.04843045,2,0.0968609,1.163553,2.707713,2.375537,4.654213,4.654213
20.40028,-15.62593,-2.322725,2,4.645449,5.39505,-16.61612,-0.004382189,2,0.008764379,1.163553,2.707713,2.331489,4.654213,4.654213
20.42028,-15.67375,-2.368257,2,4.736514,5.60864,-16.61484,0.04115012,2,0.08230023,1.204703,2.902621,2.368257,4.818814,4.818814
20.44028,-15.72241,-2.411515,2,4.823029,5.815403,-16.61271,0.0844079,2,0.1688158,1.247961,3.114814,2.411515,4.991845,4.991845
20.46028,-15.77187,-2.452425,2,4.90485,6.014389,-16.6098,0.1253185,2,0.2506369,1.288872,3.322381,2.452425,5.155487,5.155487
20.48028,-15.82208,-2.49092,2,4.981841,6.204684,-16.60614,0.1638137,2,0.3276274,1.327367,3.523806,2.49092,5.309468,5.309468
20.50028,-15.87298,-2.526937,2,5.053873,6.385408,-16.60178,0.19983,2,0.3996599,1.363383,3.717628,2.526937,5.453533,5.453533
